sample_id,redcap_repeat_instrument,redcap_repeat_instance,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,diagnostic_result,test_centre,diag_notes,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,genbank_accession,consensus_coverage,ngs_notes
Z-17-046,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-17-174,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-17-177,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-17-193,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-17-200,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-17-217,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-17-221,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-17-57,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-18-001,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-18-114,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-18-159,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-18-224,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-18-251,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-19-029,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-19-123,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-19-136,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-19-88,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-20-01,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-20-110,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-20-24,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-20-33,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-20-51,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-22-103,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-22-119,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-22-121,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-23-01,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-23-01Sa,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-1061,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-433,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-454,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-515,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-616,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-667,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-712,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-718,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-780,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-823,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-838,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-860,diagnostic,1,,,,,,,4,3,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode03,,210965,210965,7361.692508,3747.191029,6960.5,0,17037,11892,11889,11676,11676,,11588,
153,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode04,,339786,339786,11689.50805,5833.876067,10659,0,27363,11900,11894,11677,11676,,11597,
19-30,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode23,,123570,123570,4143.805481,2115.262279,3821,0,9692,11887,11884,11677,11676,,11590,
19-40,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode24,,125074,125074,4173.567214,2181.03051,3793,0,10132,11903,11886,11885,11730,,11799,
4A-22-104,sequencing,1,,,,,,,,,,,,,,,,run5_21,1,2022-03-01,,,,0,0,FAQ67517,,,barcode06,,62538,62538,2734.587663,1135.203836,2625,0,6111,11897,11677,11676,11676,,11591,
4A-22-171,sequencing,1,,,,,,,,,,,,,,,,run10_23,1,2023-03-02,,,,0,0,FAU43074,,,barcode24,,40941,40941,1328.0487763996,819.70129909079,1165,0,3971,11683,11677,11676,11669,,11597,
4A-22-203,sequencing,1,,,,,,,,,,,,,,,,run10_23,1,2023-03-02,,,,0,0,FAU43074,,,barcode25,,37558,37558,1190.4010224606,855.11840587449,1151,0,4038,11681,11392,11354,10995,,11261,
4A-22-40,sequencing,1,,,,,,,,,,,,,,,,run5_21,1,2022-03-01,,,,0,0,FAQ67517,,,barcode04,,37660,37660,2143.286708,719.6691412,2099,0,3920,11895,11886,11885,11676,,11785,
4A-22-98,sequencing,1,,,,,,,,,,,,,,,,run5_21,1,2022-03-01,,,,0,0,FAQ67517,,,barcode05,,46433,46433,2301.151022,848.9059604,2193,0,4276,11887,11886,11885,11676,,11792,
4B-21-126,sequencing,1,,,,,,,,,,,,,,,,run3_21,1,2022-02-17,,,,0,0,FAQ67614,,,barcode02,,91407,91407,3955.795759,1545.948115,3821,0,8142,11895,11887,11886,11885,,11788,
4B-21-29,sequencing,1,,,,,,,,,,,,,,,,run4_21,1,2022-02-22,,,,0,0,FAQ72364,,,barcode06,,29965,29965,1014.977204,521.3244337,952,0,2368,11897,11886,11885,11859,,11791,
4B-21-310,sequencing,1,,,,,,,,,,,,,,,,run4_21,1,2022-02-22,,,,0,0,FAQ72364,,,barcode08,,87245,87245,2971.537127,1688.145724,2794,0,7448,11887,11886,11726,11722,,11591,
4B-21-35,sequencing,1,,,,,,,,,,,,,,,,run4_21,1,2022-02-22,,,,0,0,FAQ72364,,,barcode07,,31723,31723,1093.751006,623.6411208,975,0,2662,11896,11886,11723,11216,,11593,
4B-21-412,sequencing,1,,,,,,,,,,,,,,,,run4_21,1,2022-02-22,,,,0,0,FAQ72364,,,barcode09,,31268,31268,1182.667784,590.253369,1103,0,2734,11887,11886,11886,11722,,11799,
4B-21-421,sequencing,1,,,,,,,,,,,,,,,,run4_21,1,2022-02-22,,,,0,0,FAQ72364,,,barcode10,,32418,32418,1252.439826,590.5725342,1211,0,2908,11886,11886,11884,11675,,11791,
4B-21-423,sequencing,1,,,,,,,,,,,,,,,,run4_21,1,2022-02-22,,,,0,0,FAQ72364,,,barcode11,,52324,52324,1764.669963,1023.346189,1611,0,4758,11888,11885,11677,11659,,11588,
4B-21-528,sequencing,1,,,,,,,,,,,,,,,,run4_21,1,2022-02-22,,,,0,0,FAQ72364,,,barcode12,,33369,33369,1298.337077,643.8413943,1212,0,2932,11895,11886,11885,11513,,11801,
4B-21622,sequencing,1,,,,,,,,,,,,,,,,run5_21,1,2022-03-01,,,,0,0,FAQ67517,,,barcode10,,55046,55046,2703.92055,988.5056001,2559,0,5161,11903,11888,11886,11885,,11780,
4B-22-114,sequencing,1,,,,,,,,,,,,,,,,run3_21,1,2022-02-17,,,,0,0,FAQ67614,,,barcode26,,73511,73511,3115.181864,1293.109941,2984,0,6372,11887,11886,11885,11873,,11792,
4B-22-13,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode73,,42850,42850,1620.9699966477,781.90862311435,1554,0,3809,11895,11885,11677,11674,,11578,
4B-22-15,sequencing,1,,,,,,,,,,,,,,,,run3_21,1,2022-02-17,,,,0,0,FAQ67614,,,barcode14,,88177,88177,3570.690831,1708.531267,3467,0,8098,11895,11886,11886,11884,,11799,
4B-22-16,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode74,,26648,26648,1017.6257961783,505.19913446722,946.5,0,2672,11899,11850,11676,11669,,11562,
4B-22-17,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode75,,21960,21960,955.96572242709,429.93734517505,901.5,0,2094,11890,11885,11810,11672,,11585,
4B-22-20,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode76,,33322,33322,1599.8094200469,685.76691904404,1571.5,0,3643,11887,11885,11677,11675,,11561,
4B-22-21,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode77,,24534,24534,1056.3489775394,460.41118202085,1028,0,2303,11895,11884,11678,11673,,11548,
4B-22-28,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode78,,56494,56494,2079.4186221924,1040.8288827758,1933,0,5278,11895,11885,11685,11673,,11598,
4B-22-30,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode79,,10620,10620,702.63543412672,238.61589897052,697,0,1310,11886,11881,11676,11673,,11463,
4B-22-31,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode66,,44618,44618,1499.4137613141,964.41413959952,1349,0,4205,11885,11859,11754,11355,,11583,
4B-22-35,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode67,,43499,43499,1513.7798357358,952.20349760381,1354.5,0,4453,11689,11678,11677,11245,,11584,
4B-22-37,sequencing,1,,,,,,,,,,,,,,,,run10_23,1,2023-03-02,,,,0,0,FAU43074,,,barcode14,,42907,42907,1589.7502514247,788.42477754745,1505,0,3466,11787,11676,11676,11676,,11592,
4B-22-39,sequencing,1,,,,,,,,,,,,,,,,run10_23,1,2023-03-02,,,,0,0,FAU43074,,,barcode15,,41968,41968,1449.9611967818,851.94783141577,1259.5,0,3429,11712,11678,11676,11370,,11595,
4B-22-40,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode68,,39734,39734,1695.1000670466,803.4751973782,1673,0,4073,11890,11885,11677,11676,,11572,
4B-22-41,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode69,,63086,63086,2082.0133255112,1327.8460294546,1920.5,0,5888,11686,11685,11482,11172,,11274,
4B-22-42,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode70,,80686,80686,2841.9373952397,1516.8634322898,2763,0,6819,11829,11710,11684,11676,,11603,
4B-22-44,sequencing,1,,,,,,,,,,,,,,,,run10_23,1,2023-03-02,,,,0,0,FAU43074,,,barcode16,,73209,73209,2364.5175997318,1418.9409195267,2217,0,6259,11865,11698,11677,11668,,11595,
4B-22-45,sequencing,1,,,,,,,,,,,,,,,,run10_23,1,2023-03-02,,,,0,0,FAU43074,,,barcode17,,60931,60931,1958.8447033188,1171.8510072129,1813,0,5036,11702,11684,11677,11496,,11591,
4B-23-01,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode71,,148701,148701,5251.4373952397,2650.4920115196,4972,0,13542,11898,11784,11678,11676,,11599,
4B-23-02,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode72,,56689,56689,2863.9120851492,1190.8232198322,2785,0,6053,11891,11777,11677,11676,,11597,
4B-23-03,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode73,,71238,71238,2897.8443680858,1434.0111166438,2809,0,6846,11893,11886,11884,11676,,11807,
4B-23-04,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode74,,115937,115937,4400.2484076433,2205.3415774997,4264,0,11035,11899,11887,11884,11676,,11804,
4B-23-05,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode75,,63730,63730,2266.9083137781,1252.2880018599,2183,0,5680,11893,11793,11699,11676,,11588,
4B-23-06,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode76,,22835,22835,1031.5984746899,530.32003116346,926,0,2574,11733,11678,11676,11672,,11596,
4B-23-07,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode77,,21344,21344,883.60551458263,488.85366433554,784,0,2122,11886,11777,11677,11671,,11596,
4B-23-11,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode78,,97843,97843,4284.6524472008,1887.0910515402,4294,0,9284,11894,11866,11712,11676,,11596,
4B-23-12,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode79,,5356,5356,209.06645993966,95.588942117307,208,0,473,11881,11677,11676,9940,,11593,
4B-23-13,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode80,,72962,72962,2447.5453402615,1698.6457002641,2115.5,0,7764,11814,11716,11681,11488,,11598,
4B-23-15,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode81,,68151,68151,2674.9350486088,1361.5230710095,2493,0,6541,11895,11783,11681,11676,,11591,
4B-23-16,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode82,,79568,79568,3032.7049111633,1580.3932290818,2876.5,0,7403,11892,11789,11708,11675,,11595,
4B-23-17,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode83,,54399,54399,3176.0517096882,1174.4789513079,3170,0,6162,11898,11782,11677,11676,,11593,
4B-23-19,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode84,,99762,99762,3882.9365571572,2003.0761783052,3842.5,0,9493,11890,11780,11686,11676,,11594,
4B-2422,sequencing,1,,,,,,,,,,,,,,,,run5_21,1,2022-03-01,,,,0,0,FAQ67517,,,barcode07,,79772,79772,2890.355263,1512.341566,2610,0,7091,11695,11679,11676,11658,,11595,
4B-2922HM,sequencing,1,,,,,,,,,,,,,,,,run5_21,1,2022-03-01,,,,0,0,FAQ67517,,,barcode08,,46432,46432,2460.547938,872.1687536,2397,0,4479,11896,11886,11885,11676,,11785,
4B-2922JG,sequencing,1,,,,,,,,,,,,,,,,run5_21,1,2022-03-01,,,,0,0,FAQ67517,,,barcode09,,70209,70209,3349.604593,1238.131459,3151,0,6344,11894,11887,11886,11885,,11782,
Z-98-134,sequencing,1,,,,,,,,,,,,,,,,run1_22,1,2022-10-19,,,,0,0,FAQ70637,,,barcode19,,99573,99573,3171.780925243,3467.455670691,2125,0,17219,10868,10562,10544,10052,,9939,
Z-98-206,sequencing,1,,,,,,,,,,,,,,,,run1_22,1,2022-10-19,,,,0,0,FAQ70637,,,barcode20,,98229,98229,3112.5633590345,3379.4925183516,2161.5,0,14788,10489,9886,9849,9371,,9393,
Z-98-285,sequencing,1,,,,,,,,,,,,,,,,run1_22,1,2022-10-19,,,,0,0,FAQ70637,,,barcode21,,115634,115634,3745.7091853838,3485.0041068241,3063,0,13939,11774,11594,11359,10723,,11192,
Z-98-286,sequencing,1,,,,,,,,,,,,,,,,run1_22,1,2022-10-19,,,,0,0,FAQ70637,,,barcode22,,96997,96997,3137.2914850821,2533.8692128868,2996,0,10227,11897,11693,11189,11043,,10994,
Z-98-335,sequencing,1,,,,,,,,,,,,,,,,run1_22,1,2022-10-19,,,,0,0,FAQ70637,,,barcode23,,105089,105089,3364.8365739189,3769.293523241,1558,0,14722,10674,10509,9867,8846,,9468,
CAR-22-018,sequencing,1,,,,,,,,,,,,,,,,run10_23,1,2023-03-02,,,,0,0,FAU43074,,,barcode22,,30194,30194,1064.4288467985,581.15016065325,939.5,0,2860,11684,11677,11676,11674,,11584,
CAR-22-020,sequencing,1,,,,,,,,,,,,,,,,run10_23,1,2023-03-02,,,,0,0,FAU43074,,,barcode23,,42521,42521,1462.8502346631,783.97583096854,1363,0,3806,11906,11885,11881,11676,,11798,
COW,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode17,,173426,173426,5842.35652,3898.785344,5569.5,0,16806,11696,11676,11676,11625,,11594,
GOAT,sequencing,1,,,,,,,,,,,,,,,,run2_21,1,2021-10-29,,,,0,0,FAQ75669,,,barcode16,,7321,7321,272.8347301,123.4178471,244,0,613,11886,11868,11676,11301,,11581,
H-23-011-Sk_10,sequencing,1,,,,,,,,,,,,,,,,run10_23,1,2023-03-02,,,,0,0,FAU43074,,,barcode21,,9365,9365,287.29307743882,262.38177713964,221,0,1417,10835,10820,10473,8231,,10149,
H-23-011Sa_10,sequencing,1,,,,,,,,,,,,,,,,run10_23,1,2023-03-02,,,,0,0,FAU43074,,,barcode20,,824,824,25.466728126048,91.576527083747,0,0,512,988,984,979,920,,922,
H-23-011Sa_11,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode52,,1246,1246,39.107777405297,120.43327244543,0,0,764,4791,3948,3363,978,,3054,
H-23-011Sa_12,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode93,,320,320,9.8894569225612,42.351181755265,0,0,300,1364,1351,669,384,,612,
H-23-011Sk12,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode92,,19329,19329,626.56067717063,537.18487809164,543,0,2432,11206,11174,10734,9251,,10512,
H22-01,sequencing,1,,,,,,,,,,,,,,,,run5_21,1,2022-03-01,,,,0,0,FAQ67517,,,barcode20,,105322,105322,3460.889457,2939.418139,3087,0,11872,11361,10908,10702,10060,,10524,
NFW.10,sequencing,1,,,,,,,,,,,,,,,,run10_23,1,2023-03-02,,,,0,0,FAU43074,,,barcode29,,,,,,,,,,,,,,,
NFW.11,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode30,,2,2,0.06687898089172,0.24982276397025,0,0,1,798,0,0,0,,-10,
NFW.12,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode70,,24,24,0.79123365739189,4.1940101513936,0,0,24,412,412,393,0,,356,
NFW2,sequencing,1,,,,,,,,,,,,,,,,run1_22,1,2022-10-19,,,,0,0,FAQ70637,,,barcode24,,1,1,0.074673147837747,0.35439293583435,0,0,2,554,0,0,0,,-9,
NFW3,sequencing,1,,,,,,,,,,,,,,,,run3_22,1,2022-11-04,,,,0,0,FAU42532,,,barcode57,,196,196,5.7145491116326,31.327599158781,0,0,193,793,371,370,369,,317,
NFW4,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode37,,,,,,,0,0,0,0,0,0,,-9,
