Isolate ID ,year,brgy,municipality,province,region,latitude,longitude,species,Maddog_reference,lineage1,lineage2,lineage3,lineage4,date
Z-06-295,2006,Lucsuhin,Calatagan,Batangas,Calabarzon,13.86384068,120.6585868,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_B1.1.1,Asian SEA4_B1.1.1,Asian SEA4_C1,22-Jul-06
Z-06-39,2006,Ambulong,Tanauan  ,Batangas,Calabarzon,14.09625533,121.0970452,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1.1,Asian SEA4_A1.2,Asian SEA4_A1.2,26-Jan-06
Z-07-07,2007,Molino 6,General Trias,Cavite,Calabarzon,14.32966619,120.8999068,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_C1,Asian SEA4_C1,Asian SEA4_C1.1,8-Jan-07
Z-07-22,2007,Tierra Nevada,Amadeo,Cavite,Calabarzon,14.187281,120.9251442,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_B1.1.1,Asian SEA4_B1.1.1,Asian SEA4_C1,23-Jan-07
Z-07-222,2007,Dagatan,General Trias,Cavite,Calabarzon,14.32966619,120.8999068,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_C1,Asian SEA4_C1,Asian SEA4_C1.1,30-Jun-07
Z-07-351,2007,-,Taguig  ,Metropolitan Manila,National Capital Region,14.51469695,121.0660524,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1.1,Asian SEA4_B1,Asian SEA4_B1.1,25-Oct-07
Z-07-366,2007,Wawa,Lipa City,Batangas,Calabarzon,13.94086577,121.1746864,Canis familiaris,N,Asian SEA4_C1,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,12-Nov-07
Z-07-38,2007,Timbol,Bacoor,Cavite,Calabarzon,14.41614393,120.9704734,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1.1,Asian SEA4_B1,Asian SEA4_B1.1,2-May-07
Z-07-387,2007,Bagong Liing,San Antonio,Quezon,Calabarzon,13.89985141,121.2980234,Canis familiaris,N,Asian SEA4_C1,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,7-Dec-07
Z-07-398,2007,Paciano Rizal,Calamba City,Laguna,Calabarzon,14.18862277,121.1242055,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1.1,Asian SEA4_A1.1,Asian SEA4_A1.1.2,19-Dec-07
Z-07-403,2007,Sampagutia Exit,Lucena  ,Quezon,Calabarzon,13.93834754,121.6153593,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_B1.1,Asian SEA4_B1.1,Asian SEA4_B1.1.1,22-Dec-07
Z-07-407,2007,Southland Talon 1,Las Piñas,Metropolitan Manila,National Capital Region,14.4423825,120.9940879,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1.1,Asian SEA4_B1,Asian SEA4_B1.1,26-Dec-07
Z-08-351,2007,-,General Mariano Alvarez,Cavite,Calabarzon,14.30698662,121.0184177,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_B1.1.1,Asian SEA4_B1.1.1,Asian SEA4_C1,12-Dec-08
Z-08-359,2007,San Lucas II,San Pablo City ,Laguna,Calabarzon,14.05146733,121.3315598,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1.1,Asian SEA4_A1.2,Asian SEA4_A1.2,25-Dec-08
Z-09-94,2009,Brgy 191,Pasay  City,Metropolitan Manila,National Capital Region,14.53080944,121.0041508,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1.1,Asian SEA4_B1,Asian SEA4_B1.1,8-Apr-09
Z-12-012,2012,Sulpoc,Tanauan  ,Batangas,Calabarzon,14.09625533,121.0970452,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1.1,Asian SEA4_A1.1,Asian SEA4_A1.1.2,16-Jan-12
Z-12-029,2012,Sss Village,Marikina  ,Metropolitan Manila,National Capital Region,14.64718362,121.1030131,Canis familiaris,N,Asian SEA4_C1,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,3-Feb-12
Z-12-034,2012,Bgy. Santo Anghel,San Pablo City ,Laguna,Calabarzon,14.05146733,121.3315598,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,6-Feb-12
Z-12-060,2012,F.De Castro,General Mariano Alvarez,Cavite,Calabarzon,14.30698662,121.0184177,Canis familiaris,N,Asian SEA4_C1.1,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,25-Feb-12
Z-12-149,2012,Palayan,Pinamalayan,Oriental Mindoro,Southwestern Tagalog Region ,13.02301767,121.4031803,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_B1.1.1,Asian SEA4_B1.1.1,Asian SEA4_C1,28-Jun-12
Z-12-208,2012,De Paro St.,Kalookan  City,Metropolitan Manila,National Capital Region,14.74647256,121.0486805,Canis familiaris,N,Asian SEA4_C1.1,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,2-Oct-12
Z-13-020,2013,Sucat,Muntinlupa  ,Metropolitan Manila,National Capital Region,14.40197636,121.0327847,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1.1,Asian SEA4_B1,Asian SEA4_B1.1,2-Feb-13
Z-13-036,2013,Upper Bicutan,Taguig  ,Metropolitan Manila,National Capital Region,14.51469695,121.0660524,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1,Asian SEA4_B1,Asian SEA4_B1.1,25-Feb-13
Z-13-037,2013,-,Cavinti,Laguna,Calabarzon,14.24291032,121.5551642,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,25-Feb-13
Z-13-065,2013,Dumuclay North,Batangas  City,Batangas,Calabarzon,13.7207195,121.103796,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_C1,Asian SEA4_A1,Asian SEA4_A1,4-Apr-13
Z-13-066,2013,Bayan Luma,Imus  ,Cavite,Calabarzon,14.39822975,120.9319992,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_A1.1,Asian SEA4_C1,Asian SEA4_C1.1,5-Apr-13
Z-13-071,2013,Golden Acres,Las Piñas,Metropolitan Manila,National Capital Region,14.4423825,120.9940879,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1.1,Asian SEA4_B1,Asian SEA4_B1.1,10-Apr-13
Z-13-073,2013,Bf Homes,Parañaque,Metropolitan Manila,National Capital Region,14.48357034,121.0147858,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1,Asian SEA4_B1,Asian SEA4_B1.1,12-Apr-13
Z-13-081,2013,Sto. Angel Norte,Santa Cruz,Laguna,Calabarzon,14.26443013,121.4040122,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1.1,Asian SEA4_A1,Asian SEA4_A1,25-Apr-13
Z-13-086,2013,San Carlos ,Binangonan,Rizal,Calabarzon,14.49353136,121.1932147,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_C1,Asian SEA4_B1,Asian SEA4_B1.1,3-May-13
Z-13-089,2013,Malainen Luma,Naic,Cavite,Calabarzon,14.29182513,120.7960137,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_A1.1,Asian SEA4_C1,Asian SEA4_C1.1,4-May-13
Z-13-094,2013,Palico II,Imus,Cavite,Calabarzon,14.39822975,120.9319992,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1.1,Asian SEA4_B1,Asian SEA4_B1.1,10-May-13
Z-13-096,2013,Bf International,Las Piñas,Metropolitan Manila,National Capital Region,14.4423825,120.9940879,Felis catus,N,Asian SEA4_A1.1,Asian SEA4_A1,Asian SEA4_B1,Asian SEA4_B1.1,12-May-13
Z-13-098,2013,-,San Juan  ,Metropolitan Manila,National Capital Region,14.60295528,121.0338172,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1.1,Asian SEA4_A1,Asian SEA4_A1,13-May-13
Z-13-134,2013,"Sto. Nino Vill.,Tunasan",Muntinlupa  ,Metropolitan Manila,National Capital Region,14.40197636,121.0327847,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_C1,Asian SEA4_A1.1,Asian SEA4_A1.1.2,10-Jun-13
Z-13-135,2013,Alulod,Indang,Cavite,Calabarzon,14.18917642,120.8713283,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_C1,Asian SEA4_C1.1,12-Jun-13
Z-13-161,2013,Pansol,Calamba City,Laguna,Calabarzon,14.18862277,121.1242055,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,20-Jul-13
Z-13-171,2013,Pinamocan Silangan,Batangas  City,Batangas,Calabarzon,13.7207195,121.103796,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,5-Aug-13
Z-13-184,2013,Tabangaw,Batangas  City,Batangas,Calabarzon,13.7207195,121.103796,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,29-Aug-13
Z-13-204,2013,Dayap,Calauan,Laguna,Calabarzon,14.13318557,121.2951683,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,26-Sep-13
Z-13-216,2013,Bgy. 2,Mamburao,Occidental Mindoro,Southwestern Tagalog Region ,13.25401504,120.6612766,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,25-Oct-13
Z-13-234,2013,Mayapa,Calamba City,Laguna,Calabarzon,14.18862277,121.1242055,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_C1,Asian SEA4_A1,Asian SEA4_A1,15-Nov-13
Z-13-259,2013,  Pound,Cavite  City,Cavite,Calabarzon,14.48021461,120.8978023,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_A1.2,Asian SEA4_C1,Asian SEA4_C1.1,18-Dec-13
Z-14-023,2014,Poblacion I,Santa Cruz,Laguna,Calabarzon,14.26443013,121.4040122,Canis familiaris,N,Asian SEA4_C1.1,Asian SEA4_C1,Asian SEA4_A1.2,Asian SEA4_A1.2,31-Jan-14
Z-14-05,2014,Pasong Camachile,General Trias,Cavite,Calabarzon,14.32966619,120.8999068,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_A1.1,Asian SEA4_C1,Asian SEA4_C1.1,5-Jan-14
Z-14-058,2014,-,Taytay,Rizal,Calabarzon,14.56080116,121.1315174,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1.1,Asian SEA4_B1,Asian SEA4_B1.1,14-Mar-14
Z-14-098,2014,Dita,Cuenca,Batangas,Calabarzon,13.90952328,121.0537657,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1.2,Asian SEA4_A1.1,Asian SEA4_A1.1.2,29-Apr-14
Z-14-101,2014,Upper Bicutan,Taguig  ,Metropolitan Manila,National Capital Region,14.51469695,121.0660524,Canis familiaris,N,Asian SEA4_C1.1,Asian SEA4_A1.1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,4-May-14
Z-14-106,2014,Sta. Cruz,Cavite  City,Cavite,Calabarzon,14.48021461,120.8978023,Felis catus,N,Asian SEA4_A1.1.2,Asian SEA4_A1.1,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,8-May-14
Z-14-126,2014,Talon 5,Las Piñas,Metropolitan Manila,National Capital Region,14.4423825,120.9940879,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1.1.2,Asian SEA4_A1.1,Asian SEA4_A1.1.2,31-May-14
Z-14-136,2014,"Parklane,San Francisco",General Trias,Cavite,Calabarzon,14.32966619,120.8999068,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_C1,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,11-Jun-14
Z-14-142,2014,Mercedes Homes 3,Binan  ,Laguna,Calabarzon,14.30526494,121.0647852,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_A1.2,Asian SEA4_C1,Asian SEA4_C1.1,21-Jun-14
Z-14-182,2014,San Francisco,Pulilan,Bulacan,Central Luzon,14.91386664,120.8556301,Canis familiaris,N,Asian SEA4_A1.2,Asian SEA4_A1,Asian SEA4_A1.2,Asian SEA4_A1.2,20-Aug-14
Z-14-243,2014,Bubukal St.,Santa Cruz,Laguna,Calabarzon,14.26443013,121.4040122,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1.1.2,Asian SEA4_A1,Asian SEA4_A1,13-Nov-14
Z-15-001,2015,Bagumbayan,Pililla,Rizal,Calabarzon,14.4548703,121.3449535,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_A1.2,Asian SEA4_A1.1,Asian SEA4_A1.1.2,1-Jan-15
Z-15-009,2015,South Triangle,Quezon City,Metropolitan Manila,National Capital Region,14.67428047,121.0574986,Canis familiaris,N,Asian SEA4_A1.2,Asian SEA4_C1,Asian SEA4_A1.2,Asian SEA4_A1.2,16-Jan-15
Z-15-163,2015,Panapaan 8,Bacoor  ,Cavite,Calabarzon,14.41614393,120.9704734,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_C1,Asian SEA4_C1,Asian SEA4_C1.1,5-Sep-15
Z-16-082,2016,Caingin,Santa Rosa City,Laguna,Calabarzon,14.27260264,121.0895167,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1.1,Asian SEA4_A1.1,Asian SEA4_A1.1.2,24-May-16
Z-16-150,2016,Putatan,Muntinlupa  ,Metropolitan Manila,National Capital Region,14.40197636,121.0327847,Canis familiaris,N,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,5-Sep-16
Z-16-151,2016,-,Carmona,Cavite,Calabarzon,14.29896527,121.0371349,Canis familiaris,N,Asian SEA4_C1.1,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,5-Sep-16
Z-16-196,2016,Sampaloc,Dasmariñas,Cavite,Calabarzon,14.31850325,120.9657797,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,23-Nov-16
Z-16-209,2016,Pahinga Sur,Candelaria,Quezon,Calabarzon,13.94085961,121.4302409,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,14-Dec-16
Z-16-210,2016,Almanza 2,Las Piñas,Metropolitan Manila,National Capital Region,14.4423825,120.9940879,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_C1,Asian SEA4_C1,Asian SEA4_C1.1,16-Dec-16
Z-16-211,2016,Las Villas De Manila,Binan  ,Laguna,Calabarzon,14.30526494,121.0647852,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_C1,Asian SEA4_C1,Asian SEA4_C1.1,19-Dec-16
Z-17-046,2017,Bgy. San Fernando,Santo Tomas,Batangas,Calabarzon,14.07637376,121.1824598,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1.1,Asian SEA4_A1.1,Asian SEA4_A1.1.2,6-Mar-17
Z-17-174,2017,Poblacion,Muntinlupa ,Metropolitan Manila,National Capital Region,14.40197636,121.0327847,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,23-Sep-17
Z-17-177,2017,Bgy. Navarro,General Trias,Cavite,Calabarzon,14.32966619,120.8999068,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,25-Sep-17
Z-17-193,2017,Binonoan,Infanta,Quezon,Calabarzon,14.71657136,121.650984,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,13-Oct-17
Z-17-200,2017,Mamatid,Cabuyao,Laguna,Calabarzon,14.24922952,121.121079,Canis familiaris,N,Asian SEA4_C1.1,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,31-Oct-17
Z-17-217,2017,Paliko 4,Imus,Cavite,Calabarzon,14.39822975,120.9319992,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,16-Nov-17
Z-17-221,2017,Bgy. Nawasa,Noveleta,Cavite,Calabarzon,14.43119105,120.8796209,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_C1,Asian SEA4_C1,Asian SEA4_C1.1,28-Nov-17
Z-17-57,2017,Magbag,San Jose,Occidental Mindoro,Southwestern Tagalog Region ,12.45581677,121.1219622,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,29-Mar-17
Z-18-001,2018,"Andrea Vill. I, Panapaan Vi",Bacoor  ,Cavite,Calabarzon,14.41614393,120.9704734,Felis catus,N,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,2-Jan-18
Z-18-114,2018,Banay-Banay 1St,San Jose,Batangas,Calabarzon,13.87787315,121.0901132,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_C1,Asian SEA4_C1,Asian SEA4_C1.1,28-May-18
Z-18-159,2018,Sta. Cruz,Guiginto,Bulacan,Central Luzon,14.83746463,120.8923363,Canis familiaris,N,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,19-Jul-18
Z-18-224,2018,Camarin Rd.,Kalookan  City,Metropolitan Manila,National Capital Region,14.74647256,121.0486805,Canis familiaris,N,Asian SEA4_C1.1.1,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,28-Oct-18
Z-18-251,2018,"Rpa Enterprises, Don Jose",Santa Rosa City,Laguna,Calabarzon,14.27260264,121.0895167,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,7-Dec-18
Z-19-029,2019,Antipolo Del Sur,Lipa City,Batangas,Calabarzon,13.94086577,121.1746864,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,26-Feb-19
Z-19-123,2019,Anabu 2F,Imus,Cavite,Calabarzon,14.39822975,120.9319992,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,11-Aug-19
Z-19-136,2019,Canlubang,Calamba City,Laguna,Calabarzon,14.18862277,121.1242055,Canis familiaris,N,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,5-Sep-19
Z-19-88,2019,San Isidro,Angono,Rizal,Calabarzon,14.54362773,121.165434,Canis familiaris,N,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,31-May-19
Z-20-01,2020,"Meadowood Subd.,Panapaan 8",Bacoor  ,Cavite,Calabarzon,14.41614393,120.9704734,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_C1,Asian SEA4_C1,Asian SEA4_C1.1,3-Jan-20
Z-20-110,2020,"Pacita Complex 1, San Vicente",San Pedro,Laguna,Calabarzon,14.34936983,121.0384844,Canis familiaris,N,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,23-Oct-20
Z-20-24,2020,Bayanan,Muntinlupa  ,Metropolitan Manila,National Capital Region,14.40197636,121.0327847,Canis familiaris,N,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,14-Feb-20
Z-20-33,2020,F.B. Harizon Edsa,Pasay  City,Metropolitan Manila,National Capital Region,14.53080944,121.0041508,Canis familiaris,N,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,18-Feb-20
Z-20-51,2020,Herald Village Subd.,Angono,Rizal,Calabarzon,14.54362773,121.165434,Canis familiaris,N,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,2-Mar-20
Z-22-103,2022,Paroyhog,Santa Maria,Romblon,Southwestern Tagalog Region ,12.40310216,122.0836566,Canis familiaris,N,Asian SEA4_E1.1,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,21-Nov-22
Z-22-119,2022,Tulay,Odiongan,Romblon,Southwestern Tagalog Region ,12.39865996,122.0177701,Canis familiaris,N,Asian SEA4_E1,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,28-Dec-22
Z-22-121,2022,Carmen,San Agustin,Romblon,Southwestern Tagalog Region ,12.55403552,122.1124048,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,Asian SEA4_A1.1.2,19-Dec-22
Z-23-01,2023,Balibago,Santa Rosa City,Laguna,Calabarzon,14.27260264,121.0895167,Canis familiaris,N,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,3-Jan-23
Z-23-01Sa,2023,Balibago,Santa Rosa City,Laguna,Calabarzon,14.27260264,121.0895167,Canis familiaris,N,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,3-Jan-23
Z-98-1061,1998,Tejero,General Trias,Cavite,Calabarzon,14.32966619,120.8999068,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,5-Aug-98
Z-98-134,1998,Sampaloc   Homes,Dasmariñas,Cavite,Calabarzon,14.31850325,120.9657797,Canis familiaris,Y,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,9-Feb-98
Z-98-206,1998,Bagongbayan,Santa Cruz,Laguna,Calabarzon,14.26443013,121.4040122,Canis familiaris,Y,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,2-Mar-98
Z-98-285,1998,-,San Pablo City ,Laguna,Calabarzon,14.05146733,121.3315598,Canis familiaris,Y,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,18-Mar-98
Z-98-286,1998,Tayuman,Mulanay,Quezon,Calabarzon,13.52552491,122.4578973,Canis familiaris,Y,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,19-Mar-98
Z-98-335,1998,-,Nagcarlan,Laguna,Calabarzon,14.14027602,121.4032743,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,1-Apr-98
Z-98-433,1998,Palamitan,Kawit,Cavite,Calabarzon,14.44475736,120.9012276,Canis familiaris,N,Asian SEA4_A1.2.2,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,30-Apr-98
Z-98-454,1998,Betterliving Subd,Parañaque,Metropolitan Manila,National Capital Region,14.48357034,121.0147858,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,4-May-98
Z-98-515,1998,Cupang,Muntinlupa,Metropolitan Manila,National Capital Region,14.40197636,121.0327847,Canis familiaris,N,Asian SEA4_A1.1,Asian SEA4_B1,Asian SEA4_B1,Asian SEA4_B1.1,20-May-98
Z-98-616,1998,-,San Miguel,Bulacan,Central Luzon,15.17310142,121.0401182,Canis familiaris,N,Asian SEA4_A1.3,Asian SEA4_A1.1.1,Asian SEA4_A1.3,Asian SEA4_A1.3,18-Jun-98
Z-98-667,1998,Mayapa,Calamba City,Laguna,Calabarzon,14.18862277,121.1242055,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,29-Jun-98
Z-98-712,1998,Macantod,Siniloan,Laguna,Calabarzon,14.43714914,121.4867785,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,11-Jul-98
Z-98-718,1998,Maraykid,San Juan,Batangas,Calabarzon,13.75727426,121.3908944,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,13-Jul-98
Z-98-780,1998,San Miguel,Alaminos,Laguna,Calabarzon,14.04459696,121.2475488,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,25-Jul-98
Z-98-823,1998,Tejero,General Trias,Cavite,Calabarzon,14.32966619,120.8999068,Canis familiaris,N,Asian SEA4_A1.2.2,Asian SEA4_A1.2,Asian SEA4_A1.2,Asian SEA4_A1.2,5-Aug-98
Z-98-838,1998,Upper Bicutan,Taguig,Metropolitan Manila,National Capital Region,14.51469695,121.0660524,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1.1,Asian SEA4_A1.2,Asian SEA4_A1.2,9-Aug-98
Z-98-860,1998,-,San Francisco,Quezon,Calabarzon,13.29448721,122.5720534,Canis familiaris,N,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,Asian SEA4_A1,14-Aug-98